_id,Hệ điều hành,Bộ vi xử lý,Hãng sản xuất,image_url,product_name,Cân nặng,VGA,price,product_url,device,"Bảo mật, công nghệ",Giao tiếp mạng,Card Reader,Kích thước (rộng x dài x cao),Bộ nhớ trong,Ổ cứng,Màn hình,Ổ quang,Dung lượng tối đa,Giao tiếp không dây,Cổng giao tiếp,Chủng loại,Số khe cắm,Mầu sắc,Part Number,Chipset,Phụ kiện đi kèm,ram
62a5d5b65e7f53608f8c7f9e,win11 home 64,core™ i5-11400h,laptop acer,https://anphat.com.vn/media/product/75_41792_laptop_hp_omen_16_b0178tx_5z9q9pa___3_.jpg,laptop hp omen 16-b0178tx 5z9q9pa (core™ i5-11400h | 16gb | 1tb ssd | rtx 3050ti 4gb | 16.1 inch fhd | win11 home 64 | shadow black),2.3 kg,rtx 3050ti 4gb,39990000,https://www.anphatpc.com.vn/laptop-hp-omen-16-b0178tx-5z9q9pa.html,laptop,"bàn phím tiêu chuẩn - đèn nền bàn phím, 4-zone rgb backlit",1 rj-45,-,36.92 x 24.8 x 2.3 cm,1tb ssd,,16.1 inch fhd,không có,16 gb (2 x 8 gb),intel® wi-fi 6 ax201 (2x2),"1x superspeed usb type-c® 10gbps signaling rate (displayport™ 1.4, hp sleep and charge)1x superspeed usb type-a 5gbps signaling rate (hp sleep and charge)2x superspeed usb type-a 5gbps signaling rate1x mini displayport™",hp omen 16-b0178tx 5z9q9pa,1 onboard + 1 khe,shadow black,,,,16gb
62a5d5b65e7f53608f8c7f9f,win11 home 64,core™ i5-11400h,laptop acer,https://anphat.com.vn/media/product/75_41795_laptop_hp_omen_16_b0177tx_5z9q8pa__1_.jpeg,laptop hp omen 16-b0177tx 5z9q8pa (core™ i5-11400h | 16gb | 1tb | rtx™ 3060 6gb | 16.1 inch fhd | win11 home 64 | shadow black),2.3 kg,rtx™ 3060 6gb,43990000,https://www.anphatpc.com.vn/laptop-hp-omen-16-b0177tx-5z9q8pa.html,laptop,"bàn phím tiêu chuẩn - đèn nền bàn phím, 4-zone rgb backlit",1 rj-45,-,36.92 x 24.8 x 2.3 cm,1tb,,16.1 inch fhd,không có,16 gb (2 x 8 gb),intel® wi-fi 6 ax201 (2x2),"1 superspeed usb type-c® 10gbps signaling rate (displayport™ 1.4, hp sleep and charge); 1 superspeed usb type-a 5gbps signaling rate (hp sleep and charge); 2 superspeed usb type-a 5gbps signaling rate",hp omen 16-b0177tx 5z9q8pa,2 khe,shadow black,,,,16gb
62a5d5b65e7f53608f8c7fa0,win11 home 64,core™ i7-11800h,laptop acer,https://anphat.com.vn/media/product/75_41797_laptop_hp_omen_16_b0176tx_5z9q7pa__2_.jpeg,laptop hp omen 16-b0176tx 5z9q7pa (core™ i7-11800h | 16gb | 1tb ssd | rtx™ 3060 6gb | 16.1 inch fhd | win11 home 64 | shadow black),2.3 kg,rtx™ 3060 6gb,49990000,https://www.anphatpc.com.vn/laptop-hp-omen-16-b0176tx-5z9q7pa.html,laptop,"bàn phím tiêu chuẩn - đèn nền bàn phím, 4-zone rgb backlit",1 rj-45,-,36.92 x 24.8 x 2.3 cm,1tb ssd,,16.1 inch fhd,không có,16 gb (2 x 8 gb),intel® wi-fi 6 ax201 (2x2),"1 superspeed usb type-c® 10gbps signaling rate (displayport™ 1.4, hp sleep and charge); 1 superspeed usb type-a 5gbps signaling rate (hp sleep and charge); 2 superspeed usb type-a 5gbps signaling rate",hp omen 16-b0176tx 5z9q7pa,2 khe,shadow black,,,,16gb
62a5d5b75e7f53608f8c7fa1,windows 10 home,amd ryzen™ 5-4680u,microsoft surface,https://anphat.com.vn/media/product/75_38781_laptop_surface_4_01.jpg,microsoft surface laptop 4 amd ryzen 5 4680u | 8 gb | 256gb |13.5 inch,1.27 kg,amd radeon™ graphics,26490000,https://www.anphatpc.com.vn/microsoft-surface-laptop-4-amd-ryzen-5-4680u-8-gb-256gb-13.5-inch_id38781.html,laptop,,,,308 x 223 x 14.5 mm,8gb lpddr4,256gb ssd,"13.5 inch, 2256 x 1504 pixels (full hd+)",không,,wi-fi 6: 802.11ax,1 x usb-c1 x usb-ajack cắm 3.5 mm1 x cổng kết nối surface,microsoft surface laptop 4 amd ryzen 5 4680u | 8 gb | 256gb |13.5 inch,,,,,,
62a5d5b75e7f53608f8c7fa2,win 10,core™ i7-11800h,laptop acer,https://anphat.com.vn/media/product/75_38983_,laptop acer gaming predator triton 500 se pt516-51s-71rw nh.qaksv.001 (core™ i7-11800h | 64gb | 1tb ssd | rtx 3080 8gb | 16 inch wqxga | win 10 | steel gray),,rtx 3080 8gb,77990000,https://www.anphatpc.com.vn/laptop-acer-gaming-predator-triton-500-se-pt516-51s-71rw-nh.qaksv.001-core-i7-11800h-16gb-1tb-ssd-rtx-3080-8gb-16-inch-wqxga-win-10-steel-gray.html,laptop,bàn phím tiêu chuẩn - rgb 3 zone,1 x ethernet (rj-45) port,1 x sd card reader,,1tb ssd,1tb pcie nvme sed ssd,16 inch wqxga,không,,killer wi-fi 6 ax 1650i,"2 x usb type-c ports usb type-c port, supporting: • usb 3.2 gen 2 (up to 10 gbps) • displayport over usb-c • thunderbolt 4 • usb charging 5 v; 3 a • dc-in port 20 v; 65 w 1 x usb 3.2 gen 2 port featuring power-off usb charging 1 x usb 3.2 gen 2 port",acer gaming predator triton 500 se pt516-51s-71rw nh.qaksv.001,"(2 khe, tối đa 64gb)",steel gray,,,,64gb
62a5d5b75e7f53608f8c7fa3,win 11,core™ i9-12900hk,laptop msi,https://anphat.com.vn/media/product/75_40535_laptop_msi_raider_ge76_12uhs_480vn__1_.jpg,laptop msi raider ge76 12uhs 480vn (core™ i9-12900hk | 64gb | 2tb ssd | rtx3080 ti 16gb | 17.3 inch uhd | win 11 | titanium blue),2.9 kg,rtx3080 ti 16gb,114690000,https://www.anphatpc.com.vn/laptop-msi-raider-ge76-12uhs-480vn.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím (per key rgb steelseries kb),killer gb lan (up to 2.5g),1x sd express,397 x 284 x 25.9 mm,2tb ssd,,17.3 inch uhd,không có,64gb(32gb*2),intel® killer™ ax wi-fi 6e,1x type-c (usb / dp / thunderbolt™ 4)1x type-c usb3.2 gen22x type-a usb3.2 gen11x type-a usb3.2 gen2,msi raider ge76 12uhs 480vn,2 khe,titanium blue,,,,64gb
62a5d5b75e7f53608f8c7fa4,,a,laptop apple,https://anphat.com.vn/media/product/75_37234_37225_7322_macbook_pro_silver_1_06eb0bb9f9e74d0fa7fd298601d8471b_master.jpg,laptop apple macbook pro 13 inch z11c000cj space grey (apple m1),1.4 kg,l,47900000,https://www.anphatpc.com.vn/laptop-apple-macbook-pro-13-inch-z11c000cj-space-grey-apple-m1_id37234.html,laptop,bàn phím tiêu chuẩn,,,ngang 30.41 x dày 1.56 x sâu 21.24 cm,p,1tb ssd storage,e,không có,,802.11ax wi-fi 6 wireless networkingieee 802.11a/b/g/n/ac compatible,thunderbolt 3 (up to 40gb/s)usb 4 (up to 40gb/s)usb 3.1 gen 2 (up to 10gb/s),apple macbook pro 13 inch z11c000cj space grey (apple m1),,m,,,,p
62a5d5b85e7f53608f8c7fa5,win 11,core™ i3-1005g1,laptop hp,https://anphat.com.vn/media/product/75_41179_laptop_hp_240_g8_617k6pa__1_.jpg,laptop hp 240 g8 617k6pa (core™ i3-1005g1 | 4gb | 512gb | intel® uhd | 14 inch fhd | win 11 | bạc),1.47 kg,intel® uhd,13290000,https://www.anphatpc.com.vn/laptop-hp-240-g8-617k6pa.html,laptop,bàn phím tiêu chuẩn,realtek rtl8111hsh-cg 10/100/1000 gbe nic,-,32.4 x 22.59 x 1.99 cm,512gb,,14 inch fhd,không có,4gb (1 x 4gb),intel® 802.11a/b/g/n/ac (1x1) wi-fi®,2 super speed usb type-a 5gbps signaling rate; 1 superspeed usb type-c® 5gbps signaling rate,hp 240 g8 617k6pa,2 khe,bạc,,,,4gb
62a5d5b85e7f53608f8c7fa6,win 11,core ™ i5-1135g7,laptop huawei,https://anphat.com.vn/media/product/75_41037_laptop_huawei_bod_wdh9_matebook_d15_6941487243495__1_.jpg,laptop huawei bod-wdh9 matebook d15 6941487243495 (core ™ i5-1135g7 | 8gb | 512gb | intel® iris® xe | 15.6 inch fhd | win 11 | bạc),"1,56 kg",intel® iris® xe,18690000,https://www.anphatpc.com.vn/laptop-huawei-bod-wdh9-matebook-d15-6941487243495.html,laptop,bàn phím tiêu chuẩn,,-,"357,8 mm x 229,9 mm x 16,9 mm",512gb,,15.6 inch fhd,không có,8gb,ieee 802.11a/b/g/n/ac/ax,usb 3.2 gen1 x 1 usb 2.0 x 2 usb-c x 1,huawei bod-wdh9 matebook d15 6941487243495,-,bạc,,,,8gb
62a5d5b85e7f53608f8c7fa7,win 10,core ™ i5-1135g7,laptop huawei,https://anphat.com.vn/media/product/75_41035_laptop_huawei_klvd_wdh9_matebook_14_6941487218103__1_.jpg,laptop huawei klvd-wdh9 matebook 14 6941487218103 (core ™ i5-1135g7 | 8gb | 512gb | intel® iris® xe | 14.0 inch 2k | win 10 | xám),1.49kg,intel® iris® xe,20990000,https://www.anphatpc.com.vn/laptop-huawei-klvd-wdh9-matebook-14-6941487218103.html,laptop,bàn phím tiêu chuẩn,,-,"307,5 x 223,8 x 15,9 mm",512gb,,14.0 inch 2k,không có,8gb,ieee 802.11a/b/g/n/ac/ax,"1 x usb-c (hỗ trợ dữ liệu, sạc và displayport)2 x usb 3.2 gen1",huawei klvd-wdh9 matebook 14 6941487218103,-,xám,,,,8gb
62a5d5b85e7f53608f8c7fa8,win 10,core™ i3-10110u,laptop huawei,https://anphat.com.vn/media/product/75_41729_laptop_huawei_matebook_d15__1_.jpg,laptop huawei matebook d15 (core™ i3-10110u | 8gb | 256gb | intel® uhd | 15.6 inch fhd | win 10 | xám bạc),"1,56 kg",intel® uhd,13590000,https://www.anphatpc.com.vn/laptop-huawei-matebook-d15.html,laptop,bàn phím tiêu chuẩn,,-,357.8 x 229.9 x 16.9 mm,256gb,,15.6 inch fhd,không có,8gb,"wi-fi: ieee 802.11a/b/g/n/ac, 2,4 ghz và 5 ghz, 2 x 2 mimo",nút: nút nguồn tích hợp hai trong một và cảm biến vân tay. cổng: usb-a 3.0 x 1 usb-a 2.0 x 2 usb-c x 1,huawei matebook d15,-,xám bạc,,,,8gb
62a5d5b95e7f53608f8c7fa9,win 10,celeron® n4020,laptop asus,https://anphat.com.vn/media/product/75_40624_laptop_asus_e210ma_gj537w___1_.jpg,laptop asus e210ma-gj537w (celeron® n4020 | 4gb | 128gb | intel® uhd | 11.6 inch hd | win 10 | xanh),1.13 kg,intel® uhd,6990000,https://www.anphatpc.com.vn/laptop-asus-e210ma-gj537w.html,laptop,bàn phím tiêu chuẩn,,-,279.1 x 191.2 x 16.9 mm,128gb,,11.6 inch hd,không có,4gb onboard,integrated wi-fi 5 (802.11 ac),1 x type-a usb2.01 x type-a usb 3.2 (gen 1)1 x type-c usb 3.2 (gen 1),asus e210ma-gj537w,-,xanh,,,,4gb
62a5d5b95e7f53608f8c7faa,win 10,celeron® n4020,laptop asus,https://anphat.com.vn/media/product/75_39934_20657_asus_e210ma_gj353t.jpg,laptop asus e210ma-gj353t (celeron® n4020 | 4gb | 128gb | intel uhd | 11.6 inch hd | win 10 | peacock blue),1.13 kg,intel uhd,6990000,https://www.anphatpc.com.vn/laptop-asus-e210ma-gj353t.html,laptop,bàn phím tiêu chuẩn,,-,279.1 x 191.2 x 16.9 mm,128gb,,11.6 inch hd,không có,4gb onboard,integrated wi-fi 5 (802.11 ac),1 x type-a usb2.01 x type-a usb 3.2 (gen 1)1 x type-c usb 3.2 (gen 1),asus e210ma-gj353t,-,peacock blue,,,,4gb
62a5d5b95e7f53608f8c7fab,win 11,core™ i5-11400h,laptop lenovo,https://anphat.com.vn/media/product/75_41672_laptop_lenovo_ideapad_gaming_3_15ihu6_82k100klvn__1_.jpg,laptop lenovo ideapad gaming 3 15ihu6 82k100klvn (core™ i5-11400h | 8gb | 512gb | rtx 3050 ti 4gb | 15.6 inch fhd | win 11 | đen),2.25 kg,rtx 3050 ti 4gb,21990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-gaming-3-15ihu6-82k100klvn.html,laptop,"bàn phím tiêu chuẩn - đèn nền bàn phím, 4-zone rgb backlit",1x ethernet (rj-45),-,359.6 x 251.9 x 24.2 mm,512gb,,15.6 inch fhd,không có,8gb(1x 8gb),"wi-fi 6 11ax, 2x2",2x usb 3.2 gen 11x usb-c 3.2 gen 1 (support data transfer only),lenovo ideapad gaming 3 15ihu6 82k100klvn,2 khe,đen,,,,8gb
62a5d5b95e7f53608f8c7fac,windows 10 pro 64,,laptop hp,https://anphat.com.vn/media/product/75_40859_laptop_hp_zbook_fury_15_6_g8_4n4z6av__1_.jpg,laptop hp zbook fury 15.6 g8 4n4z6av  (core™ i7-11800h | 16gb | 512gb | 15.6 inch fhd | win 10 pro | bạc),2.35 kg,nvidia t1200 4gb gddr6,55590000,https://www.anphatpc.com.vn/laptop-hp-zbook-fury-15.6-g8-4n4z6av.html,laptop,bàn phím tiêu chuẩn - backlit spill-resistant premium keyboard,,-,36.1 x 24.25 x 2.60 cm,512gb m.2 2280 pcie nvme,,,không có,16gb (1x16gb),wi-fi certified 6™ ax201 (2x2),1 superspeed usb type-a 5gbps signaling rate (charging); 1 superspeed usb type-a 5gbps signaling rate; 1 nano security lock slot,hp zbook fury 15.6 g8 4n4z6av,-,bạc,,,,
62a5d5ba5e7f53608f8c7fad,win 10,core i5-1135g7,laptop asus,https://anphat.com.vn/media/product/75_39019_laptop_asus_expertbook_b1_b1500ceae_bq2033t.jpg,laptop asus expertbook b1 b1500ceae-bq2033t (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | đen),1.73 kg,intel iris xe,16990000,https://www.anphatpc.com.vn/laptop-asus-expertbook-b1-b1500ceae-bq2033t-core-i5-1135g7-8gb-512gb-intel-iris-xe-15.6-inch-fhd-win-10-den.html,laptop,bàn phím tiêu chuẩn - có bàn phím số,1x rj45,micro sd card reader,35.80 x 23.65 x 1.94 ~ 1.94 cm,512gb,512gb m.2 nvme™ pcie® 3.0 ssd,15.6 inch fhd,không,,wifi 6 802.11ax (2x2),1x usb 2.0 type-a1x usb 3.2 gen 1 type-c support display 2x usb 3.2 gen 2 type-a,asus expertbook b1 b1500ceae-bq2033t,1x ddr4 so-dimm slot,đen,,,,8gb
62a5d5ba5e7f53608f8c7fae,win 11,ryzen™ 5-5600h,laptop lenovo,https://anphat.com.vn/media/product/75_41671_laptop_lenovo_ideapad_gaming_3_15ach6_82k2010gvn__7_.jpg,laptop lenovo ideapad gaming 3 15ach6 82k2010gvn (ryzen™ 5-5600h | 8gb | 512gb | rtx 3050 ti 4gb | 15.6 inch fhd | win 11 | đen),2.25 kg,rtx 3050 ti 4gb,21690000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn.html,laptop,"bàn phím tiêu chuẩn - đèn nền bàn phím, 4-zone rgb backlit",1x ethernet (rj-45),-,359.6 x 251.9 x 24.2 mm,512gb,,15.6 inch fhd,không có,8gb(1x 8gb),"wi-fi 6 11ax, 2x2",2x usb 3.2 gen 11x usb-c 3.2 gen 1 (support data transfer only),lenovo ideapad gaming 3 15ach6 82k2010gvn,2 khe,đen,,,,8gb
62a5d5ba5e7f53608f8c7faf,win 11,core i5-1135g7,laptop asus,https://anphat.com.vn/media/product/75_41101_laptop_asus_vivobook_s15_s533eq_bn441w__1_.jpg,laptop asus vivobook s15 s533eq-bn441w (core i5-1135g7 | 8gb | 512gb | mx350 2gb | 15.6 inch fhd | win 11 | đen),1.60kg,mx350 2gb,21290000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s15-s533eq-bn441w.html,laptop,bàn phím tiêu chuẩn - có bàn phím số,,1 x microsd card reader,35.9(w) x 23.3(d) x 1.61 ~ 1.61 (h) cm,512gb,,15.6 inch fhd,không có,8gb on board,intel wi-fi 6(gig+)(802.11ax),1 x thunderbolt™ 4 usb-c® 1 x usb 3.2 gen 1 type-a 2 x usb 2.0,asus vivobook s15 s533eq-bn441w,-,đen,,,,8gb
62a5d5ba5e7f53608f8c7fb0,win 11,ryzen™ 7-5800h,laptop asus,https://anphat.com.vn/media/product/75_41594_laptop_asus_vivobook_pro_m3401qa_km025w__1_.jpg,laptop asus vivobook pro m3401qa-km025w (ryzen™ 7-5800h | 8gb | 512gb | amd radeon | 14.0-inch 2.8k | win 11 | cool silver),1.45 kg,amd radeon,19790000,https://www.anphatpc.com.vn/laptop-asus-vivobook-pro-m3401qa-km025w.html,laptop,bàn phím tiêu chuẩn - backlit chiclet keyboard,,micro sd card reader,31.74 x 22.85 x 1.92 ~ 1.93 cm,512gb,,14.0-inch 2.8k,không có,8gb on board,wi-fi 6(802.11ax),1x usb 3.2 gen 1 type-a1x usb 3.2 gen 1 type-c2x usb 2.0 type-a//1x hdmi 1.4,asus vivobook pro m3401qa-km025w,-,cool silver,,,,8gb
62a5d5ba5e7f53608f8c7fb1,win 11,ryzen™ 3-3250u,laptop dell,https://anphat.com.vn/media/product/75_41928_laptop_dell_inspiron_15_3515_g6gr71__1_.jpg,laptop dell inspiron 15 3515 g6gr71 (ryzen™ 3-3250u | 8gb | 256gb | amd radeon™ | 15.6 inch fhd | win 11 | office | đen),1.69 kg,amd radeon™,11990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3515-g6gr71.html,laptop,bàn phím tiêu chuẩn,,-,height (front): 17.50 mm (0.68 inch) height (rear): 18.99 mm (0.74 inch)width: 358.50 mm (14.11 inch)depth: 235.56 mm (9.27 inch),256gb,,15.6 inch fhd,không có,8gb,802.11ac 1x1 wifi,2 usb 3.2 gen 1 ports1 usb 2.0 port,dell inspiron 15 3515 g6gr71,-,office,,,,8gb
62a5d5bb5e7f53608f8c7fb2,win 11,core™ i7-11800h,laptop lenovo,https://anphat.com.vn/media/product/75_40957_laptop_lenovo_legion_5_15ith6h_82jh002vvn__1_.jpg,laptop lenovo legion 5 15ith6h 82jh002vvn (core™ i7-11800h | 16gb | 512gb | rtx 3060 6gb | 15.6 inch fhd | win 11 | xanh),2.4 kg,rtx 3060 6gb,0,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15ith6h-82jh002vvn.html,laptop,bàn phím tiêu chuẩn - 4-zone rgb backlit,,-,362.56 x 260.61 x 22.5-25.75 mm,512gb,,15.6 inch fhd,không có,"16gb(2x 8gb) (2 khe, tối đa 32gb)","wi-fi 6 11ax, 2x2","3x usb 3.2 gen 11x usb 3.2 gen 1 (always on)1x thunderbolt 4 / usb4 40gbps (support data transfer and displayport 1.4)1x thunderbolt 4 / usb4 40gbps (support data transfer, power delivery and displayport 1.4)",lenovo legion 5 15ith6h 82jh002vvn,2 khe,xanh,,,,16gb
62a5d5bb5e7f53608f8c7fb3,windows 11,core i5 - 1240p,laptop dell,https://anphat.com.vn/media/product/75_41935_laptop_dell_inspiron_5620_n6i5003w1__4_.jpg,laptop dell inspiron 5620 n6i5003w1 (core i5 - 1240p | 16gb | 512gb | geforce mx570 | 16inch fhd | windows 11 | bạc ),1.87 kg,geforce mx570,0,https://www.anphatpc.com.vn/laptop-dell-inspiron-5620-n6i5003w1.html,laptop,bàn phím tiêu chuẩn,,-,cao: 15.67 mm - 18.3 mm (0.62 in. - 0.72 in.) rộng: 356.78 mm (14.05 in.) dài: 251.9 mm (9.92 in.),512gb,,16inch fhd,không có,16gb,intel wi-fi 6e (6ghz) ax211,2 usb 3.2 gen 1 type-a ports1 usb 3.2 gen 2x2 type-c port with power delivery and displayport,dell inspiron 5620 n6i5003w1,2 khe,bạc,,,,16gb
62a5d5bb5e7f53608f8c7fb4,windows 11 home sl + office home and student,,laptop dell,https://anphat.com.vn/media/product/75_41938_laptop_dell_inspiron_5620_n6i7000w1__5_.jpg,laptop dell inspiron 5620 n6i7000w1 (core i7 - 1260p | 16gb | 512gb | geforce mx570 | windows 11 | bạc),1.87 kg,nvidia geforce mx570 2gb ddr6,0,https://www.anphatpc.com.vn/laptop-dell-inspiron-5620-n6i7000w1.html,laptop,bàn phím tiêu chuẩn,,-,cao: 15.67 mm - 18.3 mm (0.62 in. - 0.72 in.) rộng: 356.78 mm (14.05 in.) dài: 251.9 mm (9.92 in.),512gb ssd m.2 pcie nvme solid state drive,,,không có,16gb,intel wi-fi 6e (6ghz) ax211,2 usb 3.2 gen 1 type-a ports1 usb 3.2 gen 2x2 type-c port with power delivery and displayport,dell inspiron 5620 n6i7000w1,2 khe,bạc,,,,
62a5d5bb5e7f53608f8c7fb5,win 11,ryzen™ 9-6900hs,laptop asus,https://anphat.com.vn/media/product/75_41932_laptop_asus_rog_zephyrus_g14_g14_ga402rk_l8072w__1_.jpg,laptop asus rog zephyrus g14 ga402rk-l8072w (ryzen™ 9-6900hs | 32gb | 1tb | rx 6800s 8gb | 14-inch wqxga | win 11 | xám),1.72 kg,rx 6800s 8gb,54990000,https://www.anphatpc.com.vn/laptop-asus-rog-zephyrus-g14-g14-ga402rk-l8072w.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,,1 x card reader (microsd) (uhs-ii),31.2 x 22.7 x 1.95 ~ 1.95 cm,1tb,,14-inch wqxga,không có,32gb (16gb ddr5 on board + 16gb ddr5-4800 so-dimm),wi-fi 6e(802.11ax),1x usb 3.2 gen 2 type-c support displayport™ / power delivery1x usb 3.2 gen 2 type-c support displayport™2x usb 3.2 gen 2 type-a,asus rog zephyrus g14 ga402rk-l8072w,1 khe,xám,,,,32gb
62a5d5bc5e7f53608f8c7fb6,,"apple m1 pro chip with 8-core cpu and 14-core gpu, 16-core neural engine",apple,https://anphat.com.vn/media/product/75_39835_61325_apple_macbook_pro_14_4.jpg,laptop apple macbook pro 14 inch m1 pro chip 8‑core cpu | 14‑core gpu | 16gb ram |512gb ssd | space grey | mkgp3sa/a,,,47900000,https://www.anphatpc.com.vn/laptop-apple-macbook-pro-14-inch-m1-pro-chip-8-core-cpu-14-core-gpu-512gb-ssd-space-grey-mkgp3sa-a_id39835.html,laptop,,,,,,,14.2 inch (3024 x 1964) liquid retina xdr display,,,,,macbook pro 14 inch m1 pro chip 8‑core cpu | 14‑core gpu | 512gb ssd | space grey | mkgp3sa/a,,space grey,,,,
62a5d5bc5e7f53608f8c7fb7,windows 11 home,intel® core™ i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_40849_38260_38246_laptop_hp_15s_fq2558tu_46m26pa_i7_ram_8gb_512gb_ssd_windows_10_longbinh_com_vn.jpg,laptop hp 15s-fq2602tu 4b6d3pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch hd | bạc),1.7 kg,intel® iris xe graphics,15190000,https://www.anphatpc.com.vn/laptop-hp-15s-fq2602tu-4b6d3pa-core-i5-1135g7-8gb-256gb-intel-iris-xe-15.6-inch-hd-bac.html,laptop,bàn phím tiêu chuẩn,,-,35.85 x 24.2 x 1.79 cm,8gb(2 x 4gb) ddr4 3200mhz,256gb pcie® nvme™ m.2 ssd,"15.6 inch diagonal, hd (1366 x 768), micro-edge, brightview, 250 nits, 45% ntsc",không,,realtek rtl8821ce-m 802.11a/b/g/n/ac (1x1) wi-fi®,1 superspeed usb type-c® 5gbps signaling rate2 superspeed usb type-a 5gbps signaling rate,hp 15s-fq2602tu 4b6d3pa,,bạc,,,,
62a5d5bc5e7f53608f8c7fb8,win 11,core™ i5-1135g7,laptop asus,https://anphat.com.vn/media/product/75_40119_laptop_asus_vivobook_x415ea_eb640w.jpg,laptop asus vivobook x415ea-eb640w (core™ i5-1135g7 | 4gb | 512gb | intel iris xe | 14.0-inch fhd | win 11 | bạc),1.55 kg,intel iris xe,13990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-x415ea-eb640w.html,laptop,bàn phím tiêu chuẩn,,micro sd card reader,32.54 x 21.60 x 1.99 ~ 1.99 cm,512gb,,14.0-inch fhd,không có,4gb,wi-fi 5(802.11ac),1x usb 3.2 gen 1 type-a1x usb 3.2 gen 1 type-c2x usb 2.0 type-a,asus vivobook x415ea-eb640w,-,bạc,,,,4gb
62a5d5bc5e7f53608f8c7fb9,win 10,core i7-11800h,laptop msi,https://anphat.com.vn/media/product/75_38339_,laptop msi creator z16 a11uet 217vn (core i7-11800h | 32gb | 1tb ssd | rtx 3060 max-q 6gb | 16 inch qhd+ | win 10 | lunar gray),2.2 kg,rtx 3060 max-q 6gb,52990000,https://www.anphatpc.com.vn/laptop-msi-creator-z16-a11uet-217vn-core-i7-11800h-32gb-1tb-ssd-rtx-3060-max-q-6gb-16-inch-qhd-win-10-lunar-gray.html,laptop,bàn phím tiêu chuẩn - mini led per key backlight kb,,micro sd,359 x 256 x 15.9 mm,1tb ssd,1tb nvme pcie gen4x4 ssd,16 inch qhd+,không,,killer wi-fi 6e ax1675,2x usb 3.2 gen22x thunderbolt™ 4,msi creator z16 a11uet 217vn,,lunar gray,,,,32gb
62a5d5bc5e7f53608f8c7fba,win 11,core i7-11800h,laptop msi,https://anphat.com.vn/media/product/75_40588_20813_laptop_msi_gp66_leopard_11ue_643vn_1__1_.jpg,laptop msi gp66 leopard 11ue 643vn (core i7-11800h | 16gb | 512gb ssd | rtx 3060 6gb | 15.6 inch fhd | win 11 | đen),2.38 kg,rtx 3060 6gb,39490000,https://www.anphatpc.com.vn/laptop-msi-gp66-leopard-11ue-643vn-core-i7-11800h-16gb-512gb-rtx-3060-6gb-15.6-inch-fhd-win-11-den.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím (per-key rgb backlight keyboard),gb lan (up to 2.5g),-,358 x 267 x 23.4 mm,512gb ssd,,15.6 inch fhd,không có,16gb (2x8gb),killer ax wi-fi 6e,3x type-a usb3.2 gen1,msi gp66 leopard 11ue 643vn,1 onboard + 1 khe,đen,,,,16gb
62a5d5bd5e7f53608f8c7fbb,win 11,ryzen™ 7-5800h,laptop lenovo,https://anphat.com.vn/media/product/75_42026_laptop_lenovo_legion_5_15ach6h_82ju00yxvn__1_.jpg,laptop lenovo legion 5 15ach6h 82ju00yxvn (ryzen™ 7-5800h | 16gb | 512gb | rtx 3060 6gb | 15.6 inch fhd | win 11 | trắng),2.4 kg,rtx 3060 6gb,34990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15ach6h-82ju00yxvn.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,,-,362.56 x 260.61 x 22.5-25.75 mm,512gb,,15.6 inch fhd,không có,16gb (2x 8gb) so-dimm,"wi-fi 6 11ax, 2x2","3x usb 3.2 gen 1 1x usb 3.2 gen 1 (always on) 1x usb-c 3.2 gen 2 (support data transfer and displayport 1.4) 1x usb-c 3.2 gen 2 (support data transfer, power delivery and displayport 1.4)",lenovo legion 5 15ach6h 82ju00yxvn,2 khe,trắng,,,,16gb
62a5d5bd5e7f53608f8c7fbc,freedos,core™ i7-1165g7,laptop lenovo,https://anphat.com.vn/media/product/75_40662_laptop_lenovo_thinkpad_e14_gen_2_20ta00h6va__1_.jpg,laptop lenovo thinkpad e14 gen 2 20ta00h6va (core™ i7-1165g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | freedos | đen),1.59 kg,intel iris xe,23690000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-2-20ta00h6va.html,laptop,bàn phím tiêu chuẩn,-,-,324 x 220 x 18.9 mm,512gb,,14 inch fhd,không có,8gb(1x 8gb),"intel 9560 11ac, 2x2","1x usb 2.01x usb 3.2 gen 1 (always on)1x thunderbolt 4 / usb4 40gbps (support data transfer, power delivery 3.0 and displayport 1.4)",lenovo thinkpad e14 gen 2 20ta00h6va,còn 1 khe,đen,,,,8gb
